,pc1,pc2
0,-0.2188341687878308,3.9018598344334365
1,6.400474658583861,3.2190337818607437
2,2.1343224288804987,0.3987238394826097
3,-9.926450086268579,-1.4266244742185057
4,4.306010603086707,0.5902123231223593
5,0.9795012563817282,-2.146157015667517
6,2.944142276468257,5.371522451835053
7,-0.03244586753162024,-3.782429323995865
8,7.356669494633345,-1.2678697879795615
9,3.198508729109865,0.9888249706347272
10,4.126922181777544,1.8008323060628402
11,2.4290727492331343,-1.6419100358988838
12,-9.892562002633271,3.5572971258119845
13,-10.109373360261356,3.905882594541672
14,-9.875363698724021,1.588215443472376
15,3.7150909538601784,2.2720649058156104
16,9.002143826263707,0.5648058494539421
17,3.709023450646047,3.5408267784581122
18,2.3801794376166954,-2.12549938396928
19,-9.859933409465862,3.347532577326621
20,3.655354142952313,3.470460252985556
21,-4.763068288991102,3.690379159429518
22,1.2975981902199287,1.1470514725301433
23,6.009235616894971,-1.6278002682905008
24,9.689795602727203,1.3539615537072447
25,8.119018719924018,1.2353553036275773
26,1.359164173987862,3.523093448037061
27,2.1842988829156957,4.056962178702079
28,2.8405697975122455,1.1383471079600784
29,-1.3790238958255596,1.9351260530545014
30,-10.18661206770488,-2.8827427009611934
31,-10.275817440500184,-2.896550516607258
32,-10.211857988033515,-2.7062516778208745
33,-9.90646267051665,3.554320354997433
34,2.7228458924337935,1.7414423406712376
35,-9.987670106328483,3.5744227957762584
36,-10.211857988033515,-2.7062516778208745
37,9.674253634122714,-2.8993363451047105
38,2.7601128281238108,2.199444581492042
39,4.251732277051501,3.2136879854539906
40,10.065324482525527,-1.611879697940657
41,2.4075255907720208,1.725163268646546
42,-10.066895042401384,3.7909232823658416
43,-0.2006122772322389,4.025602498727284
44,5.32921407991773,0.6507642304169003
45,-0.36602745660100655,4.277649402195002
46,-10.205045404545404,-3.015670677967152
47,-0.5352550919367057,3.394404576893926
48,0.5018748235920929,3.270175402152076
49,2.1336122941819897,3.1806362763255396
50,-10.203662382043335,2.021991492110261
51,-10.296344047053823,-3.5937077611315864
52,-9.985422465095459,4.260606316149746
53,5.238312472482164,0.3439240592925061
54,-10.24044288483514,2.0594292755757087
55,2.4470041325987792,-1.2805822429812639
56,4.6414356593888035,-0.07822411460462977
57,-0.36427924775772497,3.2737176337691913
58,6.714657811204811,1.792014403760704
59,6.875631364274413,4.217339498837768
60,1.972886687320186,-4.013755874139337
61,-0.07865269406640055,-3.7323240054171474
62,-10.246336675168807,1.998323455250536
63,-9.893960907706354,3.5230855790304556
64,4.425746911854842,1.0912894370076724
65,-1.4325362094021938,-4.299689835196584
66,4.756595091251343,3.523590296275625
67,10.079192018509804,-1.6093294394000068
68,-10.196279305778198,-3.0444522068759126
69,-0.9014458795144512,3.41992221584458
70,-9.892559642574199,3.5009651812008142
71,-10.211524250843873,-3.478242228660335
72,-4.242720236870415,3.327785452078377
73,2.736748869820004,-2.1799691623058943
74,-10.011182923564927,4.225987752845377
75,10.019169803791858,-1.3715889020079972
76,-9.874601861656737,4.01781048599169
77,3.8599146663675423,3.0980319774153697
78,-9.825469405930312,3.609275666830491
79,3.766751528133446,2.5487747023849736
80,5.582246514441595,-0.4141674684034453
81,-2.486884979159544,3.803234336042081
82,-1.0788278125464308,3.8871998781735284
83,5.72289050949549,2.595056684670778
84,-10.2086408950628,2.157609577432522
85,-10.134441857585509,-2.91492681516715
86,-10.165172384303226,-3.4096517478089226
87,4.673438924088167,2.4006112382476523
88,11.97488631024229,3.279294275140858
89,3.6152214469604687,-3.242980941660117
90,12.485202299204735,-2.547384080524968
91,-0.07683283101236946,3.9263842036430034
92,-10.28657000703524,-0.6767019370728027
93,2.006869279170646,-2.5709992859641253
94,1.3617522619149869,3.447870846519654
95,9.188607452502508,2.538898266748543
96,-10.222345577930355,-3.4842168118676735
97,-9.969537673654695,4.438173336923787
98,1.8817967262862143,-0.6618011282027593
99,-9.952344886902265,4.201499287274151
100,-9.9693546776601,4.283850457806037
101,-0.8757686450705967,3.721338472512911
102,2.046226180228237,-3.896404908529855
103,-0.18108387791623187,5.120391670361463
104,3.950969242741612,-0.4964128651942298
105,1.219974125203262,-2.58279733073978
106,0.5817689852993038,3.780834520688111
107,10.162238515527326,-1.720779295459259
108,8.11071485443222,-2.8326850231049714
109,7.059015374486455,4.291385525078134
110,4.528041623294112,2.2250969813628827
111,-9.853240904613717,0.0939821069502039
112,2.1730571331980357,-3.6945291597025642
113,5.44297978966662,2.1447355099215217
114,-9.950292449187703,4.326143610309959
115,5.3705573331809795,3.724989761234212
116,-1.3591405932221403,-4.177988678619004
117,-9.905723731128118,4.421454322547092
118,-9.794670960340914,4.971645944703854
119,0.08426064014133335,4.805145895193634
120,-3.3622699432532017,-0.5581748415435624
121,-9.93328501848894,4.300124384389243
122,8.6540929679682,1.9572661776933917
123,-9.686786412503434,4.582921165441548
124,-9.94812259853228,4.327444823033015
125,-9.914121541120583,4.404835713106559
126,-9.734603717139393,4.464365504791888
127,-9.963927290124191,3.809689246199109
128,-9.90024801753706,4.172827147317506
129,-9.70610562053799,5.102417118223286
130,-9.721694159006454,5.354650644025277
131,-9.914121541120583,4.404835713106559
132,-9.700189948315783,4.422616295056562
133,-9.714079751710731,4.062444242763593
134,-9.748400434071886,4.791775103220053
135,-9.891542833572593,4.415779462172886
136,-9.924846516305692,4.1302610223455
137,2.833675894659124,-1.6126385026258188
138,-9.891771483679745,4.230042629200152
139,-2.1718326948376854,5.506433179244835
140,-9.894333755123807,4.24762032568218
141,-9.891542833572593,4.415779462172886
142,-9.872918680001389,4.136891811791409
143,-9.894333755123807,4.24762032568218
144,-9.924846516305692,4.1302610223455
145,-9.867529379977462,4.338695591026103
146,-9.874495200630928,4.019918268952944
147,-9.517726532097605,5.54143282511047
148,-9.66049331613378,5.98549891229656
149,-9.87638898204755,4.10120458513466
150,-9.664658779535202,5.901466357932497
151,1.2252218427753965,5.780363149368934
152,-9.869122572115298,3.9805403866164584
153,-9.891197487949494,4.397277720939348
154,-9.877877488016635,4.011721421450601
155,-9.660504657379267,5.753490653612021
156,-9.881512906599276,4.033011459485143
157,-9.885918190963858,4.0613888028440295
158,-9.947015112897638,3.743492982640571
159,-4.397819935755766,3.2473420261638077
160,-10.244084297648747,-3.4848199310406294
161,2.46161548403343,-1.607801953063285
162,-9.939834292080922,1.712009044385379
163,9.677590874520424,-1.52369116816158
164,-10.257731907518703,2.229648823269579
165,-9.982331952595157,1.1405453363561955
166,-10.240737316619276,1.7645017659047015
167,6.898648004467346,0.43642632837275275
168,4.059584015602426,-3.188871084993062
169,6.677384178976492,3.3239163146533808
170,12.156458408879757,-1.2953758269461084
171,-10.297579342086088,-2.4552611167579603
172,10.667850351612918,3.873840885341755
173,5.97342115229272,3.2906010861816375
174,-10.352144467768902,-1.4940278049792042
175,-0.9838989553000704,3.5012920949869004
176,7.023614370865329,-0.9783763838888064
177,-1.822097264672145,1.0369197543266375
178,7.767532012903778,-2.748528046358666
179,2.9389762213845327,1.126547714267353
180,-0.9724730124692039,3.345803137901795
181,9.351951088921064,-1.4054955008800276
182,-4.885677947145542,4.002025538083119
183,3.404480702919931,4.754234459990863
184,2.7077295407937507,2.078903845500413
185,3.250934715277107,2.971782543799547
186,-10.217530573882108,-3.498146854519371
187,-6.56843173716394,3.793196527630783
188,-0.005302665727569264,3.84980965034768
189,4.755506415342527,1.3387458746944585
190,10.143213174481083,-1.5338792548707363
191,3.125887628658977,3.7901279764136895
192,-9.791188812800627,3.6031279016961952
193,2.559809754708103,-1.637207499934809
194,-9.886653407626781,3.6795389767212896
195,3.4077622792076308,-0.9113637695753052
196,5.192290899031471,1.608655739931423
197,0.9946317709278507,-2.102540051290243
198,-10.35459449409376,-1.3747680628089345
199,-10.01088075195998,4.157136785474927
200,-9.876195166119812,1.0478793391279977
201,2.434888588604651,2.3772713255925177
202,2.400081969102648,3.283624585581024
203,7.44692227735487,1.8261178273441079
204,-1.4402760913198258,-0.6116475504638924
205,2.456919073494614,1.426875797624798
206,4.322644752069105,1.1495993648161624
207,-9.97488620553422,4.082969589664942
208,-9.773085619772447,4.625417893168245
209,-9.714448476529677,3.4497650671387
210,-9.950294809246774,4.382475554921129
211,-3.3622699432532017,-0.5581748415435624
212,-9.93641892560418,4.094135044520906
213,2.2889641031957484,3.3698704741930245
214,-9.864269609309675,0.22320136456380857
215,-9.90024801753706,4.172827147317506
216,-9.677386894464659,4.488666612527858
217,10.648074000099399,3.7949778885159304
218,2.1124795796169114,-3.7907700790108407
219,-9.885396405928292,4.426399265537543
220,-1.292859678037229,-4.068909576076512
221,-9.769187803637127,0.3599406485131818
222,-9.66372379721678,5.837401787916861
223,-9.894676740687833,4.209790122304548
224,-9.707040602856411,5.166481688238922
225,-9.721694159006454,5.354650644025277
226,-9.87732396436597,4.165269155150296
227,-9.891197487949494,4.397277720939348
228,-9.6614282984522,6.049563482312195
229,-9.722629141324875,5.418715214040913
230,-9.871983697682968,4.072827241775774
231,-9.90663982850486,4.107285423287954
232,5.6107802279572,3.4815882292964644
233,2.448189631708649,-1.6752870800943918
234,-10.251370381857976,-1.6337289181916255
235,5.325035887545924,1.3436741336016336
236,-9.680081734903323,4.01075581482191
237,-9.868388334597903,-0.3160593934993207
238,3.321587162186559,1.0681959025227432
239,16.161799761999,1.9165508149186987
240,-10.387466982793534,-2.7629405361291823
241,-10.149405373552439,1.8074724611306932
242,1.0882786655769028,2.7931663454102345
243,11.08186068021021,3.0576118531228005
244,3.4072826648877483,1.2637698888169726
245,2.8075917635330065,1.3111719472553094
246,11.02693513983187,2.948316665892156
247,-2.3114520837925108,-3.7077860865053487
248,-10.342302396941397,-1.9483802995531678
249,1.635139342020905,1.3362066144590088
250,-5.150134812539311,0.32388536225682385
251,0.8595765111947793,3.4752397707368954
252,-10.584664739097104,-2.668140940395976
253,4.977121015542124,2.5907410491258966
254,6.880539530790515,1.8709493736403806
255,4.263704248586821,-4.350648370138632
256,2.969720751086563,0.5391235659917569
257,-10.399212336152036,-3.341050947601193
258,-10.432546311280174,-2.7951493242952883
259,2.086974223955811,2.3877325084516117
260,6.9959518657663065,2.27781113990998
261,-10.29162941216473,-2.092501087600712
262,-10.38210629823606,-3.0302521078956426
263,-0.39014814295997174,3.883884742253607
264,-10.317861474808241,-2.671307161000735
265,-10.436286100039302,-2.860665809439206
266,3.9446962184148733,2.4527930091377943
267,-0.1761114356963111,-4.001608846313071
268,2.772643615749796,0.7767746615563695
269,3.5701767974092715,-0.07838203743891348
270,1.7118171094438657,1.3799852284702512
271,1.2466665860674435,1.5310058183007496
272,-10.393537280266127,-3.6351827198180438
273,6.4831863791980835,-0.9684277639806161
274,1.8444678473360456,-4.219311209634505
275,6.977971380167361,0.7804995306769256
276,4.063964166898529,2.951202250839955
277,5.876031919562696,1.2191359015776408
278,-3.367853747433843,4.266933327947337
279,-1.6211381302368804,1.2380543869829075
280,-10.095751982818136,1.877717488382604
281,5.085565955960984,2.302839466757749
282,-10.120210811577344,1.7281045626053047
283,4.344246189024653,1.9651828248907204
284,0.5460654763950478,1.3569749602230525
285,10.0337483939311,2.9489328803184716
286,10.350420149205938,2.430553471371775
287,8.013671590448256,0.6357068700997367
288,16.269969400895036,1.9339240122343444
289,5.438812087139684,2.4548433820079634
290,-10.341102327733259,-3.2971416785351733
291,10.186105265045319,2.7404410005515105
292,2.204441296204876,2.3385370951304885
293,-4.333796195655135,1.4560001311685515
294,7.199914610681624,1.569361323827323
295,11.861707897021521,2.972433416551092
296,0.06607953835510572,1.1101905689062477
297,0.6999843715444924,1.3041949762604803
298,7.47965032893193,-1.3493364903677147
299,-1.5603907450968701,-4.514944600248403
300,-6.896422477211987,1.6690121155767703
301,4.208265631395894,0.5623502590642204
302,6.900568877418152,0.16026121320175377
303,11.716936380973976,2.13373328753044
304,7.961699380823462,0.7854618087268759
305,-10.273721770447782,2.2241401889837236
306,2.404613397913368,3.1560290611929047
307,12.002311339161992,2.6046052028595486
308,2.404613397913368,3.1560290611929047
309,9.116086300444286,-1.7905689550613981
310,-10.320953685982541,-3.572995609201957
311,16.321660456650722,1.6634294633166675
312,-7.11394198596299,-2.978922318737286
313,-10.62276307007955,-2.5748683356917166
314,-4.339060541539718,1.3988297767769633
315,-10.242303726788197,1.7593107683250337
316,-10.68844046802655,-2.863710650076321
317,7.714338253325702,3.310876684079033
318,4.456827632518375,1.4669048834352392
319,7.788056061373236,0.5559984257504236
320,3.6173223452821444,3.0249881464695783
321,6.804058059170046,1.0409163680130313
322,1.748357215021079,2.391819604755103
323,-10.429454769185982,-3.621562455745515
324,-10.049319324840813,1.8824896180926958
325,-10.293331943666788,2.155533772456962
326,-9.997458049709266,1.672920895492602
327,2.1415264542573342,2.682505361026422
328,-10.32173551536615,-3.1244255865543162
329,-0.5548499035308878,1.511012023000111
330,7.858542713148398,1.483647607948239
331,0.5934359136115396,1.258227863878674
332,1.2186107272019033,1.4870782342467714
333,4.199343992927424,1.2210320102333905
334,6.338231232550257,-0.2699111826354993
335,-10.21968593162479,-2.018314071045295
336,11.00686789146284,2.8689562541606257
337,2.5973793883793084,2.748775853121086
338,3.1831566072686766,3.002870409766967
339,4.717072487729157,0.9211906222621478
340,-2.2658407398244056,-3.630164893922077
341,-10.03638078357571,1.714545622319277
342,2.1980745412794596,2.859705967109134
343,7.557405615494599,1.8299556823614922
344,-3.367853747433843,4.266933327947337
345,7.2240695717369015,-2.1202724249941025
346,9.674253634122714,-2.8993363451047105
347,4.063964166898529,2.951202250839955
348,-10.032095075075784,1.3005904633649015
349,4.394347393680768,4.363895349251395
350,-0.1636299793444652,-3.875935156419233
351,-1.09206355515808,-2.178538711215994
352,8.01726464764291,0.43319008144994064
353,-2.739115342481659,3.5725699993837257
354,1.9516932513585872,-3.211208226736713
355,-10.071920057949566,1.380232421981812
356,6.23935738916773,1.2186520280251214
357,1.8902503720986539,-4.146075955447148
358,7.275185400957916,-1.8009875160741846
359,4.159165076214995,-0.937911274468607
360,0.06865298313142892,0.40026086562309965
361,-10.226843909126364,2.1457349875776255
362,9.946321402816025,2.962631397483436
363,-10.343653530825419,-2.5581115741395126
364,3.007852272345197,1.716426674204529
365,-10.16429723553867,2.1717757041697676
366,-10.173779885164693,2.3811926989399144
367,-10.312411993902856,-3.026325954538506
368,1.295969464417094,2.7695269417028934
369,12.20825181083364,3.724512215774097
370,-10.261803157011437,2.1440559980280463
371,4.359946577033138,3.2181551260223835
372,-10.061099683165297,3.3704883969890673
373,5.847691066378968,4.176103714336533
374,5.34417713414192,3.0077018966138698
375,9.42447806245218,-1.632324956661892
376,7.767532012903778,-2.748528046358666
377,-1.8092537076525188,3.257103499399651
378,-10.260717003424338,-2.9823759216668817
379,-10.614716123657672,-2.546394443557462
380,3.467489492821652,0.8648865957894616
381,8.557847607695747,1.320719794152242
382,11.12967965888586,-1.8117211621906282
383,1.6714973606711327,-1.0083650340554011
384,4.6377061395120895,2.643977894900366
385,9.944508891908953,2.8508545868217925
386,6.147942709680169,2.9540480936062385
387,11.282498435327794,3.5474247097048606
388,9.723840764047237,1.8583290649096988
389,3.2674216592437166,3.1597607597258937
390,7.767532012903778,-2.748528046358666
391,2.8212215437092083,0.4872978680729715
392,-9.9526038849043,1.501087494323059
393,-10.101600849382141,3.819270779811782
394,4.58302895269507,-0.11874402890290972
395,-10.358966341935467,-2.984206217995776
396,-1.2249437191068713,2.659233294557238
397,-1.4003317239723785,-3.427271775145094
398,-10.309951149145649,1.9656209987658972
399,2.975872927822973,1.5300493545932499
400,2.786412633808564,1.8569523088403292
401,8.046096080337714,0.23265731138789464
402,2.5408655558803144,-0.023905321054199537
403,-2.3351597912775968,-3.607611409917643
404,2.5424467155945734,-1.3873948171407238
405,1.8164438237945246,0.4997255641337214
406,3.8487356938427526,1.7406481419912228
407,-10.389473987052837,-3.0773602927113015
408,7.581565434317694,-1.0151887471566876
409,11.811826269869512,2.0152987196653895
410,10.341125645067018,1.5051691142343357
411,8.805341322557428,3.228687479425675
412,5.866850273607172,1.2538352745722188
413,-0.4140685038696954,-4.415485315455546
414,-10.1054023056754,1.432031426800616
415,-10.303205348203134,1.9879762139325714
416,10.009149895162468,2.906366755346466
417,2.5926356931353616,2.278290623311154
418,2.1426254116526757,2.6287512748408464
419,-2.508190943507343,2.3629154523452294
420,4.013588384526938,1.1764815465079363
421,3.3381848932883433,0.8222269032747651
422,9.450811504881448,-2.108656215168075
423,10.246899894665553,1.1102357787256492
424,9.484570847366271,-1.7765212589588841
425,1.313211842980996,2.093174529500233
426,-10.6205824141357,-2.5666734550496004
427,-10.30066837344432,2.133987834733401
428,-10.019730248976384,1.9455603738388545
429,0.5883157430333567,1.241259898778495
430,-10.193484516361194,1.985633071765852
431,1.800861736902028,1.0716083469253435
432,-10.377494230295671,-2.5459231979198247
433,5.470730008354855,2.3849031710652637
434,-2.416732048787646,-3.6125196198614637
435,-10.149488729636728,1.875702568365079
436,19.145039106745177,-0.7272760901779964
437,9.461144925149515,-1.8687505327641067
438,-10.296066871408874,-2.7390541182401815
439,-10.289709458034292,1.8607074912675674
440,5.681056421723119,3.32862757280586
441,4.971923943976058,1.6072821721596848
442,10.373330373376616,1.651907210329418
443,4.3108355842218895,-4.274859657936119
444,1.0083954344765746,-3.3140647625666855
445,2.401811277295745,1.4816500586385706
446,-0.11148087883054579,-3.9169201227793433
447,1.1345620036569009,-2.5621291992487
448,2.9714989432936747,2.1829024264776806
449,-2.9277008822170676,0.7206817097965572
450,1.9328493129894442,-4.077751958163773
451,10.175010335847134,2.4088499149788545
452,4.34723305010847,2.686990082379351
453,12.089502462464301,3.073890387324812
454,12.24958450522561,2.747257221468868
455,-3.379711172492491,4.299962533372474
456,1.0472875200543403,-2.838892238923033
457,4.173900613396644,3.7857536768576825
458,5.428634369390502,2.309482957666421
459,-9.950939396201864,3.5581322203540338
460,11.221740198320358,2.4642330671040416
461,-9.964733865804408,1.4292669315229432
462,9.42447806245218,-1.632324956661892
463,2.4641673901672663,-1.5371563555768788
464,-10.26585701689658,-2.993048220635442
465,-10.358085407369106,-3.6343731515928503
466,8.38722979612584,-1.879665385347235
467,8.613995402579938,4.024721327983077
468,2.5292049939692323,-2.114333735570196
469,1.454633098004546,1.827302208951435
470,5.084645716116651,3.2227186625270967
471,5.327403604180204,0.3704895762433353
472,1.3665322858177127,1.795124978200791
473,1.6510279262184433,4.6511876568950035
474,7.05202587702087,0.8974416834178295
475,9.380361300201672,-2.974612280840107
476,-1.472643549263255,1.0400179261598093
477,-0.3449116287624071,-3.9935207291885346
478,-0.5954854956553933,1.570691227727875
